,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
225827,2023-12-23 11:00:00 EST,101.52,103,7,13,77,-9.1,-5.7,-11,24100,8,460,-5.7,-6.9,4.50E-15,2.39E-02,2023-12-24 11:00:00 EST
225887,2023-12-23 12:00:00 EST,101.45,102.92,8,9,74,-8.9,-4.9,-9,24100,8,614,-4.9,-5.9,4.74E-15,2.31E-02,1.39E-15
225947,2023-12-23 13:00:00 EST,101.42,102.89,6,8,71,-8.4,-4,-7,24100,8,576,-4,-4.9,3.81E-15,2.64E-02,4.99E-02
226007,2023-12-23 14:00:00 EST,101.38,102.85,7,10,71,-8,-3.5,-7,24100,8,452,-3.5,-4.1,2.05E-15,3.94E-02,
226067,2023-12-23 15:00:00 EST,101.39,102.86,7,9,73,-7.6,-3.4,-7,24100,8,332,-3.4,-3.6,8.27E-16,6.82E-02,
226127,2023-12-23 16:00:00 EST,101.4,102.87,9,8,74,-7.2,-3.3,-7,24100,8,53,-3.3,-3.4,4.24E-16,9.89E-02,
226187,2023-12-23 17:00:00 EST,101.42,102.89,9,8,75,-7,-3.3,-7,24100,8,5,-3.3,-3.4,4.44E-16,9.64E-02,
226247,2023-12-23 18:00:00 EST,101.41,102.88,10,8,76,-6.8,-3.2,-6,24100,8,0,-3.2,-3.3,5.14E-16,9.16E-02,
226307,2023-12-23 19:00:00 EST,101.42,102.89,8,10,77,-6.5,-3.1,-7,16100,8,0,-3,-3.2,4.27E-16,1.04E-01,
226367,2023-12-23 20:00:00 EST,101.44,102.91,5,13,80,-6.1,-3.2,-8,12900,8,0,-3,-3.2,2.98E-16,1.33E-01,
226427,2023-12-23 21:00:00 EST,101.46,102.93,5,9,83,-5.7,-3.2,-7,12900,8,0,-3.2,-3.2,2.08E-16,1.70E-01,
226487,2023-12-23 22:00:00 EST,101.45,102.92,4,13,86,-5.3,-3.2,-8,12900,8,0,-3.2,-3.3,1.09E-16,2.24E-01,
226547,2023-12-23 23:00:00 EST,101.44,102.9,4,14,88,-4.9,-3.3,-8,12900,8,0,-3.2,-3.3,2.93E-16,1.31E-01,
226607,2023-12-24 00:00:00 EST,101.4,102.86,6,10,89,-4.7,-3.2,-7,12900,8,0,-3.2,-3.3,1.58E-16,1.86E-01,
226667,2023-12-24 01:00:00 EST,101.38,102.84,4,10,91,-4.4,-3.1,-7,12900,8,0,-3.1,-3.2,2.75E-16,1.35E-01,
226727,2023-12-24 02:00:00 EST,101.4,102.86,6,10,89,-4.5,-2.9,-7,12900,8,0,-2.9,-3.2,2.59E-16,1.42E-01,
226787,2023-12-24 03:00:00 EST,101.39,102.85,5,11,87,-4.5,-2.6,-7,12900,8,0,-2.6,-2.9,1.96E-16,1.62E-01,
226847,2023-12-24 04:00:00 EST,101.39,102.85,4,10,86,-4.4,-2.5,-6,9700,8,0,-2.5,-2.7,1.84E-16,1.68E-01,
226907,2023-12-24 05:00:00 EST,101.39,102.85,4,14,85,-4.5,-2.3,-7,9700,8,0,-2.3,-2.5,2.68E-16,1.39E-01,
226967,2023-12-24 06:00:00 EST,101.4,102.86,6,9,81,-4.8,-1.9,-5,12900,8,0,-1.9,-2.3,2.23E-16,1.53E-01,
227027,2023-12-24 07:00:00 EST,101.44,102.9,4,10,81,-4.7,-1.8,-5,12900,8,0,-1.8,-1.9,3.19E-16,1.22E-01,
227087,2023-12-24 08:00:00 EST,101.48,102.94,5,10,83,-4.3,-1.7,-5,19300,8,1,-1.7,-1.9,4.06E-16,1.11E-01,
227147,2023-12-24 09:00:00 EST,101.55,103.01,4,9,83,-4,-1.4,-5,24100,8,30,-1.4,-1.7,4.92E-16,9.30E-02,
227207,2023-12-24 10:00:00 EST,101.58,103.04,6,8,83,-3.6,-1,-4,8100,8,123,-1,-1.6,8.89E-16,6.33E-02,
