,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
25907,2023-08-06 16:00:00 EDT,100.15,101.52,36,3,36,10.7,26.6,ERROR,24100,6,2494,26.6,25.7,6.90E-15,1.89E-02,2023-08-07 04:00:00 EDT,,,,,
25967,2023-08-06 17:00:00 EDT,100.14,101.51,23,7,41,11.5,25.5,ERROR,24100,7,1845,26.7,25.1,2.71E-15,3.35E-02,9.32E-16,,,,,
26027,2023-08-06 18:00:00 EDT,100.11,101.48,20,4,58,16.1,24.9,ERROR,24100,7,1030,26.1,24.9,9.79E-16,6.12E-02,6.22E-02,,,,,
26087,2023-08-06 19:00:00 EDT,100.08,101.45,19,3,68,17.5,23.6,ERROR,24100,7,491,25.2,23.4,1.05E-15,6.00E-02,,,,,,
26147,2023-08-06 20:00:00 EDT,100.06,101.43,12,7,71,16.1,21.5,ERROR,24100,7,208,24.1,21.4,2.41E-15,3.55E-02,,,,,,
26207,2023-08-06 21:00:00 EDT,100.06,101.43,9,7,64,14.3,21.3,ERROR,24100,6,7,21.6,20,3.09E-15,2.99E-02,,,,,,
26267,2023-08-06 22:00:00 EDT,100.06,101.43,5,11,74,14.6,19.2,ERROR,24100,6,0,21.3,18.9,1.84E-15,4.39E-02,,,,,,
26327,2023-08-06 23:00:00 EDT,100.08,101.45,8,9,71,14.4,19.8,ERROR,24100,7,0,19.9,18.7,1.92E-15,4.27E-02,,,,,,
26387,2023-08-07 00:00:00 EDT,100.05,101.42,9,10,75,14.3,18.7,ERROR,24100,8,0,19.9,18.1,1.98E-15,3.97E-02,,,,,,
26447,2023-08-07 01:00:00 EDT,100.04,101.41,7,10,78,14.1,18,ERROR,24100,7,0,19.1,17.5,2.07E-15,3.96E-02,,,,,,
26507,2023-08-07 02:00:00 EDT,99.99,101.36,5,11,83,14.3,17.1,ERROR,24100,7,0,18.3,17.1,1.87E-15,4.15E-02,,,,,,
26567,2023-08-07 03:00:00 EDT,99.91,101.27,7,14,81,14.3,17.6,ERROR,24100,7,0,17.8,17,1.04E-15,5.80E-02,,,,,,
