,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
258947,2024-01-15 11:00:00 EST,100.45,101.91,23,24,62,-14.8,-8.8,-17,24100,5,1419,-8.8,-9.9,5.79E-15,2.04E-02,2024-01-15 23:00:00 EST,,,,,
259007,2024-01-15 12:00:00 EST,100.4,101.86,23,30,57,-14.8,-7.8,-17,24100,2,1538,-7.8,-8.8,5.93E-15,2.01E-02,5.05E-16,,,,,
259067,2024-01-15 13:00:00 EST,100.35,101.81,23,28,51,-15.9,-7.4,-16,24100,1,1601,-7.3,-7.8,4.84E-15,2.28E-02,1.15E-01,,,,,
259127,2024-01-15 14:00:00 EST,100.36,101.82,22,25,45,-17.4,-7.4,-15,24100,1,1437,-7.3,-7.6,2.84E-15,3.22E-02,,,,,,
259187,2024-01-15 15:00:00 EST,100.4,101.86,23,24,46,-17,-7.2,-15,24100,2,1091,-7.2,-7.3,6.57E-16,1.16E-01,,,,,,
259247,2024-01-15 16:00:00 EST,100.43,101.89,22,20,47,-17.1,-7.7,-15,24100,2,591,-7.2,-7.7,5.39E-16,1.08E-01,,,,,,
259307,2024-01-15 17:00:00 EST,100.46,101.93,22,14,50,-17.7,-8.9,-15,24100,2,70,-7.7,-9,1.58E-15,4.47E-02,,,,,,
259367,2024-01-15 18:00:00 EST,100.5,101.97,22,13,49,-18.6,-9.7,-16,24100,1,0,-8.9,-9.8,2.65E-15,3.32E-02,,,,,,
259427,2024-01-15 19:00:00 EST,100.49,101.96,19,11,52,-18.6,-10.4,-16,24100,1,0,-9.7,-10.5,2.64E-15,3.28E-02,,,,,,
259487,2024-01-15 20:00:00 EST,100.48,101.95,19,5,55,-18.7,-11.4,-15,24100,3,0,-10.4,-11.5,1.90E-15,4.11E-02,,,,,,
259547,2024-01-15 21:00:00 EST,100.5,101.97,20,10,58,-18.7,-12.1,-18,24100,5,0,-11.4,-12.3,2.91E-15,3.30E-02,,,,,,
259607,2024-01-15 22:00:00 EST,100.5,101.97,21,8,60,-17.8,-11.4,-16,24100,7,0,-11.4,-12,2.71E-15,3.85E-02,,,,,,
