,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
28787,2023-08-08 16:00:00 EDT,98.8,100.15,35,28,82,17.9,21.1,ERROR,24100,8,369,21.8,21.1,1.28E-15,5.40E-02,7.48E-16,7.10E-02
28847,2023-08-08 17:00:00 EDT,98.86,100.22,34,30,80,17.8,21.4,ERROR,24100,8,576,21.5,21,6.86E-16,7.63E-02,1.09E-15,5.96E-02
28907,2023-08-08 18:00:00 EDT,98.89,100.25,33,21,83,17.4,20.4,ERROR,24100,7,371,21.4,20.4,3.28E-16,1.20E-01,8.05E-16,7.62E-02
28967,2023-08-08 19:00:00 EDT,98.93,100.29,31,30,82,16.9,20,ERROR,24100,7,175,20.6,20,2.16E-16,1.64E-01,1.98E-15,4.71E-02
29027,2023-08-08 20:00:00 EDT,98.95,100.31,33,28,83,16.9,19.8,ERROR,24100,8,177,20.2,19.8,2.61E-16,1.42E-01,4.95E-15,2.27E-02
29087,2023-08-08 21:00:00 EDT,99.01,100.37,30,18,86,17,19.4,ERROR,24100,7,10,19.9,19.4,6.59E-16,8.64E-02,8.82E-15,1.60E-02
29147,2023-08-08 22:00:00 EDT,99.04,100.4,29,15,88,17.4,19.5,ERROR,24100,7,0,19.5,18.9,1.11E-15,5.54E-02,1.15E-14,1.36E-02
29207,2023-08-08 23:00:00 EDT,99.05,100.41,30,14,90,16.6,18.2,ERROR,24100,2,0,19.5,18,1.46E-15,4.74E-02,1.16E-14,1.34E-02
29267,2023-08-09 00:00:00 EDT,99.06,100.42,29,11,91,16.3,17.7,ERROR,24100,1,0,18.2,17.5,2.23E-15,3.67E-02,1.25E-14,1.29E-02
29327,2023-08-09 01:00:00 EDT,99.08,100.44,28,15,92,16.2,17.5,ERROR,24100,1,0,17.9,17.4,2.70E-15,3.25E-02,1.21E-14,1.31E-02
29387,2023-08-09 02:00:00 EDT,99.06,100.42,27,11,96,15.6,16.2,ERROR,24100,0,0,17.4,16,2.79E-15,3.22E-02,1.14E-14,1.36E-02
29447,2023-08-09 03:00:00 EDT,99.07,100.43,28,16,95,16,16.8,ERROR,24100,1,0,17.1,16.1,1.66E-15,4.60E-02,,
