,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
207767,2023-12-10 22:00:00 EST,99.56,100.97,18,9,93,0.7,1.7,ERROR,24100,8,0,1.8,0.6,1.55E-15,4.72E-02,2023-12-11 10:00:00 EST
207827,2023-12-10 23:00:00 EST,99.44,100.85,18,4,95,0.6,1.4,ERROR,24100,8,0,1.7,1.1,7.95E-16,6.87E-02,2.65E-15
207887,2023-12-11 00:00:00 EST,99.4,100.81,25,5,97,0.5,0.9,ERROR,24100,8,0,1.3,0.7,1.12E-15,5.67E-02,3.36E-02
207947,2023-12-11 01:00:00 EST,99.38,100.79,22,5,98,0.2,0.5,ERROR,24100,8,0,1.3,0.5,1.08E-15,5.84E-02,
208007,2023-12-11 02:00:00 EST,99.27,100.68,20,3,98,0.5,0.8,ERROR,24100,8,0,1,0.5,1.15E-15,5.85E-02,
208067,2023-12-11 03:00:00 EST,99.3,100.71,21,6,99,0.3,0.5,ERROR,24100,8,0,0.8,0.5,2.14E-15,3.79E-02,
208127,2023-12-11 04:00:00 EST,99.23,100.64,24,7,99,0.2,0.4,ERROR,24100,8,0,0.6,0.4,1.39E-15,4.87E-02,
208187,2023-12-11 05:00:00 EST,99.19,100.6,26,8,98,0.2,0.5,ERROR,16100,8,0,0.6,0.2,8.90E-16,6.45E-02,
208247,2023-12-11 06:00:00 EST,99.21,100.62,29,11,98,0.4,0.6,ERROR,24100,8,0,0.7,0.3,4.55E-16,1.10E-01,
208307,2023-12-11 07:00:00 EST,99.2,100.61,28,11,99,0.4,0.6,ERROR,24100,8,0,0.8,0.5,3.10E-16,1.31E-01,
208367,2023-12-11 08:00:00 EST,99.22,100.63,30,10,99,0.4,0.5,ERROR,6400,8,1,0.7,0.5,1.42E-16,1.96E-01,
208427,2023-12-11 09:00:00 EST,99.21,100.62,31,13,99,0.4,0.5,ERROR,12900,8,38,0.7,0.3,1.67E-15,7.29E-02,
