,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
253127,2024-01-11 10:00:00 EST,99.38,100.82,32,16,71,-11,-6.5,-13,24100,7,338,-6.5,-7.1,3.55E-15,2.79E-02,2024-01-11 22:00:00 EST
253187,2024-01-11 11:00:00 EST,99.41,100.85,31,13,68,-11,-6.1,-11,24100,8,510,-6,-6.5,2.73E-15,3.23E-02,5.56E-16
253247,2024-01-11 12:00:00 EST,99.39,100.83,31,13,68,-10.7,-5.7,-11,24100,8,407,-5.7,-6.1,1.94E-15,4.48E-02,8.38E-02
253307,2024-01-11 13:00:00 EST,99.38,100.82,29,10,69,-10.4,-5.6,-10,16100,7,304,-5.5,-5.8,1.12E-15,4.83E-02,
253367,2024-01-11 14:00:00 EST,99.43,100.87,32,8,85,-8.5,-6.4,-10,3200,5,280,-5.5,-6.4,1.17E-15,4.94E-02,
253427,2024-01-11 15:00:00 EST,99.51,100.95,29,10,86,-8.3,-6.3,-11,4000,6,271,-6.2,-6.4,5.89E-16,9.28E-02,
253487,2024-01-11 16:00:00 EST,99.57,101.01,29,7,86,-8.3,-6.3,-10,8100,8,180,-6.2,-6.4,7.87E-16,6.94E-02,
253547,2024-01-11 17:00:00 EST,99.64,101.08,22,5,90,-7.8,-6.4,-9,12900,8,31,-6.2,-6.4,7.19E-16,7.27E-02,
253607,2024-01-11 18:00:00 EST,99.7,101.15,26,7,90,-7.7,-6.4,-10,12900,8,0,-6.4,-6.5,4.28E-16,1.02E-01,
253667,2024-01-11 19:00:00 EST,99.77,101.22,24,6,91,-8,-6.7,-10,16100,8,0,-6.3,-6.8,5.08E-16,1.27E-01,
253727,2024-01-11 20:00:00 EST,99.85,101.3,30,9,90,-7.8,-6.4,-11,24100,8,0,-6.3,-6.8,6.77E-16,1.18E-01,
253787,2024-01-11 21:00:00 EST,99.92,101.37,31,8,90,-7.7,-6.4,-10,16100,8,0,-6.3,-6.4,9.01E-16,1.11E-01,
