,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2-R0 Future
23447,2023-08-04 23:00:00 EDT,100.08,101.45,30,11,94,16.8,17.7,ERROR,24100,2,0,18.4,16.9,2.80E-15,3.24E-02,2023-08-05 23:00:00 EDT
23507,2023-08-05 00:00:00 EDT,100.11,101.48,31,11,90,15.3,17,ERROR,24100,2,0,17.7,16.8,2.34E-15,3.64E-02,5.36E-15
23567,2023-08-05 01:00:00 EDT,100.14,101.51,32,17,85,15,17.6,ERROR,24100,1,0,17.6,16.4,1.96E-15,3.91E-02,2.15E-02
23627,2023-08-05 02:00:00 EDT,100.16,101.53,31,17,87,14.6,16.6,ERROR,24100,1,0,17.7,16.3,1.81E-15,4.11E-02,
23687,2023-08-05 03:00:00 EDT,100.14,101.51,34,24,85,13.5,15.9,ERROR,24100,0,0,16.9,15.9,1.81E-15,4.15E-02,
23747,2023-08-05 04:00:00 EDT,100.19,101.56,31,12,89,12.5,14.3,ERROR,24100,0,0,15.8,14.3,1.94E-15,3.94E-02,
23807,2023-08-05 05:00:00 EDT,100.23,101.61,28,7,89,11.6,13.2,ERROR,24100,0,0,14.9,13.2,1.63E-15,4.38E-02,
23867,2023-08-05 06:00:00 EDT,100.29,101.67,29,12,94,12.2,13.1,ERROR,24100,1,0,14,12,8.46E-16,6.92E-02,
23927,2023-08-05 07:00:00 EDT,100.3,101.68,28,11,92,13.3,14.6,ERROR,24100,0,178,14.7,13,2.83E-15,3.43E-02,
23987,2023-08-05 08:00:00 EDT,100.33,101.71,30,12,83,13.7,16.6,ERROR,24100,0,732,16.6,14.6,7.27E-15,1.80E-02,
24047,2023-08-05 09:00:00 EDT,100.37,101.75,26,7,81,14.2,17.4,ERROR,24100,1,1394,17.6,16.6,1.05E-14,1.42E-02,
24107,2023-08-05 10:00:00 EDT,100.38,101.76,25,9,77,14.9,19,ERROR,24100,2,2053,19.1,17.4,1.23E-14,1.29E-02,
24167,2023-08-05 11:00:00 EDT,100.38,101.76,29,17,67,14.1,20.2,ERROR,24100,3,1939,20.4,19,1.33E-14,1.23E-02,
24227,2023-08-05 12:00:00 EDT,100.35,101.73,31,15,66,14.7,21.3,ERROR,24100,4,2870,21.8,20.2,1.42E-14,1.19E-02,
24287,2023-08-05 13:00:00 EDT,100.33,101.71,33,16,59,14.1,22.4,ERROR,24100,5,2540,22.7,20.8,1.47E-14,1.17E-02,
24347,2023-08-05 14:00:00 EDT,100.34,101.72,33,13,54,13.7,23.2,ERROR,24100,5,3195,23.5,21.7,1.30E-14,1.26E-02,
24407,2023-08-05 15:00:00 EDT,100.33,101.71,33,8,48,12.6,23.9,ERROR,24100,5,3080,24.4,22.8,1.19E-14,1.33E-02,
24467,2023-08-05 16:00:00 EDT,100.3,101.68,3,6,49,12.2,23.2,ERROR,24100,5,2997,25,23.2,6.48E-15,1.96E-02,
24527,2023-08-05 17:00:00 EDT,100.31,101.69,5,6,47,13.4,25.2,ERROR,24100,5,2466,25.2,23.2,3.44E-15,3.11E-02,
24587,2023-08-05 18:00:00 EDT,100.3,101.68,11,6,49,13.2,24.6,ERROR,24100,4,1430,25.3,24.1,2.61E-15,3.69E-02,
24647,2023-08-05 19:00:00 EDT,100.29,101.67,18,4,53,13.2,23.3,ERROR,24100,2,991,24.4,23.2,8.66E-16,6.68E-02,
24707,2023-08-05 20:00:00 EDT,100.27,101.65,24,8,60,13.5,21.5,ERROR,24100,2,320,23.3,21.4,2.11E-15,3.81E-02,
24767,2023-08-05 21:00:00 EDT,100.29,101.67,26,9,68,13.5,19.4,ERROR,24100,2,11,21.6,19.4,3.33E-15,2.86E-02,
24827,2023-08-05 22:00:00 EDT,100.32,101.7,23,7,70,13.6,19.1,ERROR,24100,0,0,19.8,18.8,5.16E-15,2.21E-02,
