,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
4187,2023-07-22 14:00:00 EDT,99.51,100.87,28,20,56,15.1,24.4,ERROR,24100,3,3344,24.6,23.7,1.21E-14,1.31E-02,2023-07-23 02:00:00 EDT,,,,,
4247,2023-07-22 15:00:00 EDT,99.53,100.89,27,22,50,14.2,25,ERROR,24100,4,3029,25.2,24.5,9.90E-15,1.48E-02,1.06E-15,,,,,
4307,2023-07-22 16:00:00 EDT,99.53,100.89,28,20,46,13,25.2,ERROR,24100,3,2842,25.7,25,8.10E-15,1.67E-02,5.81E-02,,,,,
4367,2023-07-22 17:00:00 EDT,99.56,100.92,28,19,47,13.3,25.4,ERROR,24100,2,2336,25.9,25.1,5.26E-15,2.22E-02,,,,,,
4427,2023-07-22 18:00:00 EDT,99.56,100.92,27,18,45,12.3,24.9,ERROR,24100,2,1731,25.5,24.8,2.22E-15,3.93E-02,,,,,,
4487,2023-07-22 19:00:00 EDT,99.58,100.94,26,18,45,11.6,23.9,ERROR,24100,1,1080,25,23.9,5.63E-16,8.48E-02,,,,,,
4547,2023-07-22 20:00:00 EDT,99.6,100.97,25,11,60,13.5,21.4,ERROR,24100,2,452,24,21.4,1.44E-15,4.81E-02,,,,,,
4607,2023-07-22 21:00:00 EDT,99.62,100.99,26,9,60,12.3,20.1,ERROR,24100,1,36,21.9,19.6,2.41E-15,3.54E-02,,,,,,
4667,2023-07-22 22:00:00 EDT,99.66,101.03,29,10,64,12.3,19.2,ERROR,24100,1,0,20.4,18.8,4.44E-15,2.42E-02,,,,,,
4727,2023-07-22 23:00:00 EDT,99.68,101.05,25,4,75,12.3,16.7,ERROR,24100,0,0,20,16.6,3.91E-15,2.61E-02,,,,,,
4787,2023-07-23 00:00:00 EDT,99.69,101.06,21,7,74,11.9,16.5,ERROR,24100,0,0,17,15.3,4.73E-15,2.41E-02,,,,,,
4847,2023-07-23 01:00:00 EDT,99.73,101.1,20,7,88,12.2,14.1,ERROR,24100,0,0,17.1,14.1,1.62E-15,4.45E-02,,,,,,
