,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,,,,,,CN2-R0 Future
47747,2023-08-21 20:00:00 EDT,100.8,102.19,34,17,57,10.6,19.2,ERROR,24100,7,37,19.6,19.1,5.79E-16,8.15E-02,2023-08-22 08:00:00 EDT,,,,,
47807,2023-08-21 21:00:00 EDT,100.82,102.21,34,7,62,11,18.4,ERROR,24100,7,0,19.2,18.4,9.87E-16,6.28E-02,6.01E-15,,,,,
47867,2023-08-21 22:00:00 EDT,100.82,102.21,31,9,72,11.7,16.8,ERROR,24100,6,0,18.6,16.8,1.91E-15,3.98E-02,2.07E-02,,,,,
47927,2023-08-21 23:00:00 EDT,100.83,102.22,30,7,73,11,15.8,ERROR,24100,2,0,16.7,15.1,2.22E-15,3.67E-02,,,,,,
47987,2023-08-22 00:00:00 EDT,100.85,102.24,32,12,76,11.3,15.4,ERROR,24100,1,0,16.2,14.7,1.86E-15,4.07E-02,,,,,,
48047,2023-08-22 01:00:00 EDT,100.86,102.25,32,13,75,10.9,15.3,ERROR,24100,0,0,16,14.8,1.53E-15,4.54E-02,,,,,,
48107,2023-08-22 02:00:00 EDT,100.83,102.22,31,9,80,11,14.3,ERROR,24100,0,0,15.3,13.6,1.89E-15,3.99E-02,,,,,,
48167,2023-08-22 03:00:00 EDT,100.78,102.17,28,5,95,10.9,11.7,ERROR,24100,0,0,14.3,11.4,2.83E-15,3.22E-02,,,,,,
48227,2023-08-22 04:00:00 EDT,100.83,102.22,29,7,97,10.5,11,ERROR,24100,0,0,12.2,10.8,2.63E-15,3.35E-02,,,,,,
48287,2023-08-22 05:00:00 EDT,100.85,102.24,26,7,94,10.7,11.6,ERROR,24100,1,0,12,10.8,1.94E-15,4.01E-02,,,,,,
48347,2023-08-22 06:00:00 EDT,100.88,102.27,28,7,95,10.1,10.9,ERROR,24100,5,0,11.7,10.3,6.02E-16,9.02E-02,,,,,,
48407,2023-08-22 07:00:00 EDT,100.92,102.31,25,8,94,11.7,12.6,ERROR,24100,6,123,12.7,10.7,1.83E-15,5.46E-02,,,,,,
